ID,code,description,startTime,filedTime,processTimeInMs,participantId,workerId,group,workshopCode,workshopDate,scenarioCode,modelElementCode,modelElementLabel,defectType,trueDefectCode,trueDefectDescription,trueDefectType,trueDefectSeverity,interpretation
4725,I1733355800W44573984," ",2018-05-23T11:07:00Z,2018-05-23T11:07:33Z,33000,01525340,44573984,A,WS1,2018-05-23,Sc1,DS11_Gr1_EME22_EntA,order.advancePaymentAmountReceived,NO_DEFECT,D21,Entity.Attribute Order.advance_payment: attribute is missing.,MISSING,A,4353
4726,I1733355800W44573976," ",2018-05-23T11:07:31Z,2018-05-23T11:08:27Z,56000,00927346,44573976,A,WS1,2018-05-23,Sc1,DS11_Gr1_EME22_EntA,order.advancePaymentAmountReceived,NO_DEFECT,D21,Entity.Attribute Order.advance_payment: attribute is missing.,MISSING,A,4353
4727,I1733355800W44573996," ",2018-05-23T11:10:57Z,2018-05-23T11:12:17Z,80000,01527915,44573996,A,WS1,2018-05-23,Sc1,DS11_Gr1_EME22_EntA,order.advancePaymentAmountReceived,MISSING,D21,Entity.Attribute Order.advance_payment: attribute is missing.,MISSING,A,4353
4728,I1733355800W44573995," ",2018-05-23T11:11:18Z,2018-05-23T11:12:18Z,60000,1527975,44573995,A,WS1,2018-05-23,Sc1,DS11_Gr1_EME22_EntA,order.advancePaymentAmountReceived,MISSING,D21,Entity.Attribute Order.advance_payment: attribute is missing.,MISSING,A,4353
4729,I1733355800W44573989," ",2018-05-23T11:10:22Z,2018-05-23T11:14:18Z,236000,01054625,44573989,A,WS1,2018-05-23,Sc1,DS11_Gr1_EME22_EntA,order.advancePaymentAmountReceived,WRONG,D21,Entity.Attribute Order.advance_payment: attribute is missing.,MISSING,A,4353
4730,I1733355800W44573987," ",2018-05-23T11:13:58Z,2018-05-23T11:14:50Z,52000,01526186,44573987,A,WS1,2018-05-23,Sc1,DS11_Gr1_EME22_EntA,order.advancePaymentAmountReceived,NO_DEFECT,D21,Entity.Attribute Order.advance_payment: attribute is missing.,MISSING,A,4353
4731,I1733355800W44578774," ",2018-05-25T11:05:33Z,2018-05-25T11:06:07Z,34000,01627750,44578774,A,WS2,2018-05-25,Sc1,DS11_Gr1_EME22_EntA,order.advancePaymentAmountReceived,MISSING,D21,Entity.Attribute Order.advance_payment: attribute is missing.,MISSING,A,4353
4732,I1733355800W44578767," ",2018-05-25T11:07:05Z,2018-05-25T11:07:33Z,28000,1525826,44578767,A,WS2,2018-05-25,Sc1,DS11_Gr1_EME22_EntA,order.advancePaymentAmountReceived,MISSING,D21,Entity.Attribute Order.advance_payment: attribute is missing.,MISSING,A,4353
4733,I1733355800W44578773," ",2018-05-25T11:07:02Z,2018-05-25T11:07:50Z,48000,01633655,44578773,A,WS2,2018-05-25,Sc1,DS11_Gr1_EME22_EntA,order.advancePaymentAmountReceived,MISSING,D21,Entity.Attribute Order.advance_payment: attribute is missing.,MISSING,A,4353
4734,I1733355800W44578769," ",2018-05-25T11:07:23Z,2018-05-25T11:07:57Z,34000,01625724,44578769,A,WS2,2018-05-25,Sc1,DS11_Gr1_EME22_EntA,order.advancePaymentAmountReceived,MISSING,D21,Entity.Attribute Order.advance_payment: attribute is missing.,MISSING,A,4353
4735,I1733355800W44578775," ",2018-05-25T11:07:24Z,2018-05-25T11:08:25Z,61000,1527703,44578775,A,WS2,2018-05-25,Sc1,DS11_Gr1_EME22_EntA,order.advancePaymentAmountReceived,MISSING,D21,Entity.Attribute Order.advance_payment: attribute is missing.,MISSING,A,4353
4736,I1733355800W44578763," ",2018-05-25T11:08:43Z,2018-05-25T11:09:31Z,48000,01634025,44578763,A,WS2,2018-05-25,Sc1,DS11_Gr1_EME22_EntA,order.advancePaymentAmountReceived,MISSING,D21,Entity.Attribute Order.advance_payment: attribute is missing.,MISSING,A,4353
4737,I1733355800W44578777," ",2018-05-25T11:09:12Z,2018-05-25T11:09:44Z,32000,01452934,44578777,A,WS2,2018-05-25,Sc1,DS11_Gr1_EME22_EntA,order.advancePaymentAmountReceived,MISSING,D21,Entity.Attribute Order.advance_payment: attribute is missing.,MISSING,A,4353
4738,I1733355800W44578789," ",2018-05-25T11:13:18Z,2018-05-25T11:14:17Z,59000,1628030,44578789,A,WS2,2018-05-25,Sc1,DS11_Gr1_EME22_EntA,order.advancePaymentAmountReceived,MISSING,D21,Entity.Attribute Order.advance_payment: attribute is missing.,MISSING,A,4353
4739,I1733355800W44578784," ",2018-05-25T11:16:27Z,2018-05-25T11:17:16Z,49000,01427575,44578784,A,WS2,2018-05-25,Sc1,DS11_Gr1_EME22_EntA,order.advancePaymentAmountReceived,MISSING,D21,Entity.Attribute Order.advance_payment: attribute is missing.,MISSING,A,4353
4740,I1733355801W44578773," ",2018-05-25T11:13:34Z,2018-05-25T11:13:59Z,25000,01633655,44578773,A,WS2,2018-05-25,Sc1,DS11_Gr1_EME23_EntA,order.canceled?,NO_DEFECT,,,,,4353
4741,I1733355801W44578774," ",2018-05-25T11:14:22Z,2018-05-25T11:14:44Z,22000,01627750,44578774,A,WS2,2018-05-25,Sc1,DS11_Gr1_EME23_EntA,order.canceled?,NO_DEFECT,,,,,4353
4742,I1733355801W44580753," ",2018-05-26T11:07:00Z,2018-05-26T11:07:18Z,18000,01328875,44580753,A,WS3,2018-05-26,Sc1,DS11_Gr1_EME23_EntA,order.canceled?,NO_DEFECT,,,,,4353
4743,I1733355801W44580751," ",2018-05-26T11:10:29Z,2018-05-26T11:10:54Z,25000,01526755,44580751,A,WS3,2018-05-26,Sc1,DS11_Gr1_EME23_EntA,order.canceled?,NO_DEFECT,,,,,4353
4744,I1733355801W44580765," ",2018-05-26T11:10:44Z,2018-05-26T11:11:06Z,22000,01327667,44580765,A,WS3,2018-05-26,Sc1,DS11_Gr1_EME23_EntA,order.canceled?,NO_DEFECT,,,,,4353
4745,I1733355801W44580772," ",2018-05-26T11:14:37Z,2018-05-26T11:15:00Z,23000,01525716,44580772,A,WS3,2018-05-26,Sc1,DS11_Gr1_EME23_EntA,order.canceled?,NO_DEFECT,,,,,4353
4746,I1733355801W44580758," ",2018-05-26T11:16:54Z,2018-05-26T11:17:20Z,26000,01528302,44580758,A,WS3,2018-05-26,Sc1,DS11_Gr1_EME23_EntA,order.canceled?,NO_DEFECT,,,,,4353
4747,I1733355801W44580771," ",2018-05-26T11:18:51Z,2018-05-26T11:19:15Z,24000,01328036,44580771,A,WS3,2018-05-26,Sc1,DS11_Gr1_EME23_EntA,order.canceled?,NO_DEFECT,,,,,4353
4748,I1733355801W44609590," ",2018-06-09T11:05:29Z,2018-06-09T11:06:06Z,37000,01229727,44609590,A,WS4,2018-06-09,Sc1,DS11_Gr1_EME23_EntA,order.canceled?,NO_DEFECT,,,,,4353
4749,I1733355801W44609595," ",2018-06-09T11:05:34Z,2018-06-09T11:06:29Z,55000,1428825,44609595,A,WS4,2018-06-09,Sc1,DS11_Gr1_EME23_EntA,order.canceled?,NO_DEFECT,,,,,4353
4750,I1733355801W44117316," ",2018-06-09T11:06:38Z,2018-06-09T11:06:54Z,16000,01327523,44117316,A,WS4,2018-06-09,Sc1,DS11_Gr1_EME23_EntA,order.canceled?,NO_DEFECT,,,,,4353
4751,I1733355801W44609610," ",2018-06-09T11:05:49Z,2018-06-09T11:06:54Z,65000,00927247,44609610,A,WS4,2018-06-09,Sc1,DS11_Gr1_EME23_EntA,order.canceled?,NO_DEFECT,,,,,4353
4902,I1733355801W44609597," ",2018-06-09T11:06:27Z,2018-06-09T11:07:07Z,40000,1126716,44609597,A,WS4,2018-06-09,Sc1,DS11_Gr1_EME23_EntA,order.canceled?,NO_DEFECT,,,,,4353
4903,I1733355801W44609585," ",2018-06-09T11:06:10Z,2018-06-09T11:07:07Z,57000,01426832,44609585,A,WS4,2018-06-09,Sc1,DS11_Gr1_EME23_EntA,order.canceled?,NO_DEFECT,,,,,4353
4904,I1733355801W44609592," ",2018-06-09T11:06:39Z,2018-06-09T11:07:19Z,40000,01426163,44609592,A,WS4,2018-06-09,Sc1,DS11_Gr1_EME23_EntA,order.canceled?,NO_DEFECT,,,,,4353
4905,I1733355802W44573976," ",2018-05-23T11:12:40Z,2018-05-23T11:13:35Z,55000,00927346,44573976,A,WS1,2018-05-23,Sc1,DS11_Gr1_EME42_RelA,(order + orderedFoodItem + foodItem).number,NO_DEFECT,D25,Relationship.attribute Order-food_item.number: attribute is missing.,MISSING,A,4353
4906,I1733355802W44578774," ",2018-05-25T11:09:07Z,2018-05-25T11:09:49Z,42000,01627750,44578774,A,WS2,2018-05-25,Sc1,DS11_Gr1_EME42_RelA,(order + orderedFoodItem + foodItem).number,MISSING,D25,Relationship.attribute Order-food_item.number: attribute is missing.,MISSING,A,4353
4907,I1733355802W44578773," ",2018-05-25T11:10:25Z,2018-05-25T11:11:09Z,44000,01633655,44578773,A,WS2,2018-05-25,Sc1,DS11_Gr1_EME42_RelA,(order + orderedFoodItem + foodItem).number,SUPERFLUOUS_EME,D25,Relationship.attribute Order-food_item.number: attribute is missing.,MISSING,A,4353
4908,I1733355802W44578763," ",2018-05-25T11:12:59Z,2018-05-25T11:13:46Z,47000,01634025,44578763,A,WS2,2018-05-25,Sc1,DS11_Gr1_EME42_RelA,(order + orderedFoodItem + foodItem).number,NO_DEFECT,D25,Relationship.attribute Order-food_item.number: attribute is missing.,MISSING,A,4353
4909,I1733355802W44578767," ",2018-05-25T11:12:38Z,2018-05-25T11:14:08Z,90000,1525826,44578767,A,WS2,2018-05-25,Sc1,DS11_Gr1_EME42_RelA,(order + orderedFoodItem + foodItem).number,NO_DEFECT,D25,Relationship.attribute Order-food_item.number: attribute is missing.,MISSING,A,4353
4910,I1733355802W44580753," ",2018-05-26T11:02:34Z,2018-05-26T11:03:36Z,62000,01328875,44580753,A,WS3,2018-05-26,Sc1,DS11_Gr1_EME42_RelA,(order + orderedFoodItem + foodItem).number,MISSING,D25,Relationship.attribute Order-food_item.number: attribute is missing.,MISSING,A,4353
4911,I1733355802W44580765," ",2018-05-26T11:04:40Z,2018-05-26T11:05:44Z,64000,01327667,44580765,A,WS3,2018-05-26,Sc1,DS11_Gr1_EME42_RelA,(order + orderedFoodItem + foodItem).number,NO_DEFECT,D25,Relationship.attribute Order-food_item.number: attribute is missing.,MISSING,A,4353
4912,I1733355802W44580751," ",2018-05-26T11:04:48Z,2018-05-26T11:06:15Z,87000,01526755,44580751,A,WS3,2018-05-26,Sc1,DS11_Gr1_EME42_RelA,(order + orderedFoodItem + foodItem).number,NO_DEFECT,D25,Relationship.attribute Order-food_item.number: attribute is missing.,MISSING,A,4353
4913,I1733355802W44580772," ",2018-05-26T11:05:27Z,2018-05-26T11:07:46Z,139000,01525716,44580772,A,WS3,2018-05-26,Sc1,DS11_Gr1_EME42_RelA,(order + orderedFoodItem + foodItem).number,NO_DEFECT,D25,Relationship.attribute Order-food_item.number: attribute is missing.,MISSING,A,4353
4914,I1733355802W44580757," ",2018-05-26T11:06:53Z,2018-05-26T11:08:00Z,67000,00415745,44580757,A,WS3,2018-05-26,Sc1,DS11_Gr1_EME42_RelA,(order + orderedFoodItem + foodItem).number,NO_DEFECT,D25,Relationship.attribute Order-food_item.number: attribute is missing.,MISSING,A,4353
4915,I1733355802W44580758," ",2018-05-26T11:05:24Z,2018-05-26T11:08:47Z,203000,01528302,44580758,A,WS3,2018-05-26,Sc1,DS11_Gr1_EME42_RelA,(order + orderedFoodItem + foodItem).number,NO_DEFECT,D25,Relationship.attribute Order-food_item.number: attribute is missing.,MISSING,A,4353
4916,I1733355802W44580755," ",2018-05-26T11:06:12Z,2018-05-26T11:10:21Z,249000,01426149,44580755,A,WS3,2018-05-26,Sc1,DS11_Gr1_EME42_RelA,(order + orderedFoodItem + foodItem).number,WRONG_KEY,D25,Relationship.attribute Order-food_item.number: attribute is missing.,MISSING,A,4353
4917,I1733355802W44580771," ",2018-05-26T11:09:54Z,2018-05-26T11:12:04Z,130000,01328036,44580771,A,WS3,2018-05-26,Sc1,DS11_Gr1_EME42_RelA,(order + orderedFoodItem + foodItem).number,MISSING,D25,Relationship.attribute Order-food_item.number: attribute is missing.,MISSING,A,4353
4918,I1733355802W44580764," ",2018-05-26T11:10:16Z,2018-05-26T11:14:40Z,264000,01526998,44580764,A,WS3,2018-05-26,Sc1,DS11_Gr1_EME42_RelA,(order + orderedFoodItem + foodItem).number,NO_DEFECT,D25,Relationship.attribute Order-food_item.number: attribute is missing.,MISSING,A,4353
4919,I1733355802W44580774," it is only the date save in the relationshiptable, which is not enough",2018-05-26T11:12:53Z,2018-05-26T11:16:49Z,236000,01426037,44580774,A,WS3,2018-05-26,Sc1,DS11_Gr1_EME42_RelA,(order + orderedFoodItem + foodItem).number,WRONG,D25,Relationship.attribute Order-food_item.number: attribute is missing.,MISSING,A,4353
4920,I1733355803W44578774," ",2018-05-25T11:11:22Z,2018-05-25T11:11:52Z,30000,01627750,44578774,A,WS2,2018-05-25,Sc1,DS11_Gr1_EME57_Rel,(order + orderedFoodItem + foodItem),NO_DEFECT,,,,,4353
4921,I1733355803W44578773," ",2018-05-25T11:11:34Z,2018-05-25T11:12:11Z,37000,01633655,44578773,A,WS2,2018-05-25,Sc1,DS11_Gr1_EME57_Rel,(order + orderedFoodItem + foodItem),NO_DEFECT,,,,,4353
4922,I1733355803W44578763," ",2018-05-25T11:14:15Z,2018-05-25T11:14:34Z,19000,01634025,44578763,A,WS2,2018-05-25,Sc1,DS11_Gr1_EME57_Rel,(order + orderedFoodItem + foodItem),NO_DEFECT,,,,,4353
4923,I1733355803W44578767," ",2018-05-25T11:14:46Z,2018-05-25T11:15:03Z,17000,1525826,44578767,A,WS2,2018-05-25,Sc1,DS11_Gr1_EME57_Rel,(order + orderedFoodItem + foodItem),NO_DEFECT,,,,,4353
4924,I1733355803W44580753," ",2018-05-26T11:03:56Z,2018-05-26T11:04:17Z,21000,01328875,44580753,A,WS3,2018-05-26,Sc1,DS11_Gr1_EME57_Rel,(order + orderedFoodItem + foodItem),NO_DEFECT,,,,,4353
4925,I1733355803W44580751," ",2018-05-26T11:06:50Z,2018-05-26T11:07:12Z,22000,01526755,44580751,A,WS3,2018-05-26,Sc1,DS11_Gr1_EME57_Rel,(order + orderedFoodItem + foodItem),NO_DEFECT,,,,,4353
4926,I1733355803W44580765," ",2018-05-26T11:06:11Z,2018-05-26T11:07:21Z,70000,01327667,44580765,A,WS3,2018-05-26,Sc1,DS11_Gr1_EME57_Rel,(order + orderedFoodItem + foodItem),NO_DEFECT,,,,,4353
4927,I1733355803W44580757," ",2018-05-26T11:09:36Z,2018-05-26T11:10:04Z,28000,00415745,44580757,A,WS3,2018-05-26,Sc1,DS11_Gr1_EME57_Rel,(order + orderedFoodItem + foodItem),NO_DEFECT,,,,,4353
4928,I1733355803W44580772," ",2018-05-26T11:09:54Z,2018-05-26T11:10:37Z,43000,01525716,44580772,A,WS3,2018-05-26,Sc1,DS11_Gr1_EME57_Rel,(order + orderedFoodItem + foodItem),NO_DEFECT,,,,,4353
4929,I1733355803W44580758," ",2018-05-26T11:10:45Z,2018-05-26T11:11:46Z,61000,01528302,44580758,A,WS3,2018-05-26,Sc1,DS11_Gr1_EME57_Rel,(order + orderedFoodItem + foodItem),NO_DEFECT,,,,,4353
4930,I1733355803W44580755," ",2018-05-26T11:11:46Z,2018-05-26T11:12:24Z,38000,01426149,44580755,A,WS3,2018-05-26,Sc1,DS11_Gr1_EME57_Rel,(order + orderedFoodItem + foodItem),NO_DEFECT,,,,,4353
4931,I1733355803W44580771," ",2018-05-26T11:12:47Z,2018-05-26T11:15:23Z,156000,01328036,44580771,A,WS3,2018-05-26,Sc1,DS11_Gr1_EME57_Rel,(order + orderedFoodItem + foodItem),NO_DEFECT,,,,,4353
4932,I1733355803W44609597," ",2018-06-09T11:01:01Z,2018-06-09T11:03:18Z,137000,1126716,44609597,A,WS4,2018-06-09,Sc1,DS11_Gr1_EME57_Rel,(order + orderedFoodItem + foodItem),NO_DEFECT,,,,,4353
4933,I1733355803W44609592," ",2018-06-09T11:01:01Z,2018-06-09T11:03:30Z,149000,01426163,44609592,A,WS4,2018-06-09,Sc1,DS11_Gr1_EME57_Rel,(order + orderedFoodItem + foodItem),NO_DEFECT,,,,,4353
4934,I1733355803W44609585,"multiplicity of the foodItem is 1..n;multiplicity should be 0..n; minor ",2018-06-09T11:01:02Z,2018-06-09T11:06:09Z,307000,01426832,44609585,A,WS4,2018-06-09,Sc1,DS11_Gr1_EME57_Rel,(order + orderedFoodItem + foodItem),WRONG_RELM,,,,,4353
4935,I1733355804W44573984," ",2018-05-23T11:05:06Z,2018-05-23T11:06:04Z,58000,01525340,44573984,A,WS1,2018-05-23,Sc1,DS11_Gr1_EME62_RelM,(customer(1) + orders + order(0..n)),NO_DEFECT,,,,,4353
4936,I1733355804W44573976," ",2018-05-23T11:06:16Z,2018-05-23T11:06:44Z,28000,00927346,44573976,A,WS1,2018-05-23,Sc1,DS11_Gr1_EME62_RelM,(customer(1) + orders + order(0..n)),NO_DEFECT,,,,,4353
4937,I1733355804W44573989," name isn't a good choice for the primary key",2018-05-23T11:08:19Z,2018-05-23T11:09:45Z,86000,01054625,44573989,A,WS1,2018-05-23,Sc1,DS11_Gr1_EME62_RelM,(customer(1) + orders + order(0..n)),WRONG,,,,,4353
4938,I1733355804W44573995," ",2018-05-23T11:08:01Z,2018-05-23T11:10:16Z,135000,1527975,44573995,A,WS1,2018-05-23,Sc1,DS11_Gr1_EME62_RelM,(customer(1) + orders + order(0..n)),NO_DEFECT,,,,,4353
4939,I1733355804W44573996," ",2018-05-23T11:07:53Z,2018-05-23T11:10:28Z,155000,01527915,44573996,A,WS1,2018-05-23,Sc1,DS11_Gr1_EME62_RelM,(customer(1) + orders + order(0..n)),NO_DEFECT,,,,,4353
4940,I1733355804W44573987," ",2018-05-23T11:12:51Z,2018-05-23T11:13:27Z,36000,01526186,44573987,A,WS1,2018-05-23,Sc1,DS11_Gr1_EME62_RelM,(customer(1) + orders + order(0..n)),NO_DEFECT,,,,,4353
4941,I1733355804W44573983," ",2018-05-23T11:12:27Z,2018-05-23T11:13:49Z,82000,01228685,44573983,A,WS1,2018-05-23,Sc1,DS11_Gr1_EME62_RelM,(customer(1) + orders + order(0..n)),NO_DEFECT,,,,,4353
4942,I1733355804W44578774," ",2018-05-25T11:04:38Z,2018-05-25T11:04:54Z,16000,01627750,44578774,A,WS2,2018-05-25,Sc1,DS11_Gr1_EME62_RelM,(customer(1) + orders + order(0..n)),NO_DEFECT,,,,,4353
4943,I1733355804W44578773," ",2018-05-25T11:05:11Z,2018-05-25T11:06:27Z,76000,01633655,44578773,A,WS2,2018-05-25,Sc1,DS11_Gr1_EME62_RelM,(customer(1) + orders + order(0..n)),NO_DEFECT,,,,,4353
4944,I1733355804W44578775," ",2018-05-25T11:05:30Z,2018-05-25T11:06:31Z,61000,1527703,44578775,A,WS2,2018-05-25,Sc1,DS11_Gr1_EME62_RelM,(customer(1) + orders + order(0..n)),NO_DEFECT,,,,,4353
4945,I1733355804W44578767," ",2018-05-25T11:05:57Z,2018-05-25T11:06:36Z,39000,1525826,44578767,A,WS2,2018-05-25,Sc1,DS11_Gr1_EME62_RelM,(customer(1) + orders + order(0..n)),NO_DEFECT,,,,,4353
4946,I1733355804W44578769," ",2018-05-25T11:03:35Z,2018-05-25T11:06:55Z,200000,01625724,44578769,A,WS2,2018-05-25,Sc1,DS11_Gr1_EME62_RelM,(customer(1) + orders + order(0..n)),NO_DEFECT,,,,,4353
4947,I1733355804W44578763," ",2018-05-25T11:06:33Z,2018-05-25T11:07:55Z,82000,01634025,44578763,A,WS2,2018-05-25,Sc1,DS11_Gr1_EME62_RelM,(customer(1) + orders + order(0..n)),NO_DEFECT,,,,,4353
4948,I1733355804W44578777," ",2018-05-25T11:06:46Z,2018-05-25T11:08:34Z,108000,01452934,44578777,A,WS2,2018-05-25,Sc1,DS11_Gr1_EME62_RelM,(customer(1) + orders + order(0..n)),NO_DEFECT,,,,,4353
4949,I1733355804W44578789," ",2018-05-25T11:11:20Z,2018-05-25T11:12:33Z,73000,1628030,44578789,A,WS2,2018-05-25,Sc1,DS11_Gr1_EME62_RelM,(customer(1) + orders + order(0..n)),NO_DEFECT,,,,,4353
4950,I1733355805W44578773," ",2018-05-25T11:12:30Z,2018-05-25T11:13:12Z,42000,01633655,44578773,A,WS2,2018-05-25,Sc1,DS11_Gr1_EME71_RelM,(order(0..n) + orderedSetMenu + setMenu(0..n)),MISSING,D26,Relationship Order-set_menu: multiplicity should be set_menu(0..n) not set_menu(1..n).,WRONG_RELM,B,4353
4951,I1733355805W44578774," should be (order(0..n) + orderedSetMenu + setMenu(0..n)); but is (order(0..n) + orderedSetMenu + setMenu(1..n)); important",2018-05-25T11:12:34Z,2018-05-25T11:14:01Z,87000,01627750,44578774,A,WS2,2018-05-25,Sc1,DS11_Gr1_EME71_RelM,(order(0..n) + orderedSetMenu + setMenu(0..n)),WRONG,D26,Relationship Order-set_menu: multiplicity should be set_menu(0..n) not set_menu(1..n).,WRONG_RELM,B,4353
4952,I1733355805W44580753," setMenu(0..n) is expected; setMenu(1..n) is not valid multiplicity; important",2018-05-26T11:04:35Z,2018-05-26T11:06:19Z,104000,01328875,44580753,A,WS3,2018-05-26,Sc1,DS11_Gr1_EME71_RelM,(order(0..n) + orderedSetMenu + setMenu(0..n)),WRONG,D26,Relationship Order-set_menu: multiplicity should be set_menu(0..n) not set_menu(1..n).,WRONG_RELM,B,4353
4953,I1733355805W44580751," setMenu(0..n) falsche Multiplicity; muss 1..n sein; minor",2018-05-26T11:08:17Z,2018-05-26T11:09:48Z,91000,01526755,44580751,A,WS3,2018-05-26,Sc1,DS11_Gr1_EME71_RelM,(order(0..n) + orderedSetMenu + setMenu(0..n)),WRONG,D26,Relationship Order-set_menu: multiplicity should be set_menu(0..n) not set_menu(1..n).,WRONG_RELM,B,4353
4954,I1733355805W44580765," setMenu should have the multiplicity 0 . . n; setMenu has the multiplicity 1 . . n",2018-05-26T11:08:49Z,2018-05-26T11:10:09Z,80000,01327667,44580765,A,WS3,2018-05-26,Sc1,DS11_Gr1_EME71_RelM,(order(0..n) + orderedSetMenu + setMenu(0..n)),WRONG,D26,Relationship Order-set_menu: multiplicity should be set_menu(0..n) not set_menu(1..n).,WRONG_RELM,B,4353
4955,I1733355805W44580758," ",2018-05-26T11:12:46Z,2018-05-26T11:13:10Z,24000,01528302,44580758,A,WS3,2018-05-26,Sc1,DS11_Gr1_EME71_RelM,(order(0..n) + orderedSetMenu + setMenu(0..n)),NO_DEFECT,D26,Relationship Order-set_menu: multiplicity should be set_menu(0..n) not set_menu(1..n).,WRONG_RELM,B,4353
4956,I1733355805W44580772," order must not have at least 1 setMenu; order has to have at least 1 setMenu; important",2018-05-26T11:11:39Z,2018-05-26T11:13:47Z,128000,01525716,44580772,A,WS3,2018-05-26,Sc1,DS11_Gr1_EME71_RelM,(order(0..n) + orderedSetMenu + setMenu(0..n)),WRONG,D26,Relationship Order-set_menu: multiplicity should be set_menu(0..n) not set_menu(1..n).,WRONG_RELM,B,4353
4957,I1733355805W44580757," ",2018-05-26T11:12:22Z,2018-05-26T11:14:18Z,116000,00415745,44580757,A,WS3,2018-05-26,Sc1,DS11_Gr1_EME71_RelM,(order(0..n) + orderedSetMenu + setMenu(0..n)),MISSING,D26,Relationship Order-set_menu: multiplicity should be set_menu(0..n) not set_menu(1..n).,WRONG_RELM,B,4353
4958,I1733355805W44580755," ",2018-05-26T11:13:35Z,2018-05-26T11:15:04Z,89000,01426149,44580755,A,WS3,2018-05-26,Sc1,DS11_Gr1_EME71_RelM,(order(0..n) + orderedSetMenu + setMenu(0..n)),NO_DEFECT,D26,Relationship Order-set_menu: multiplicity should be set_menu(0..n) not set_menu(1..n).,WRONG_RELM,B,4353
4959,I1733355805W44580771," ",2018-05-26T11:17:39Z,2018-05-26T11:18:31Z,52000,01328036,44580771,A,WS3,2018-05-26,Sc1,DS11_Gr1_EME71_RelM,(order(0..n) + orderedSetMenu + setMenu(0..n)),MISSING,D26,Relationship Order-set_menu: multiplicity should be set_menu(0..n) not set_menu(1..n).,WRONG_RELM,B,4353
4960,I1733355805W44609590," ",2018-06-09T11:01:54Z,2018-06-09T11:03:40Z,106000,01229727,44609590,A,WS4,2018-06-09,Sc1,DS11_Gr1_EME71_RelM,(order(0..n) + orderedSetMenu + setMenu(0..n)),SUPERFLUOUS_EME,D26,Relationship Order-set_menu: multiplicity should be set_menu(0..n) not set_menu(1..n).,WRONG_RELM,B,4353
4961,I1733355805W44609595,"In the description it says setMenu(0..n) when it should be setMenu(1..n) ",2018-06-09T11:02:24Z,2018-06-09T11:04:41Z,137000,1428825,44609595,A,WS4,2018-06-09,Sc1,DS11_Gr1_EME71_RelM,(order(0..n) + orderedSetMenu + setMenu(0..n)),WRONG_RELM,D26,Relationship Order-set_menu: multiplicity should be set_menu(0..n) not set_menu(1..n).,WRONG_RELM,B,4353
4962,I1733355805W44117316,"the multiplicity on setMenu is wrong ",2018-06-09T11:03:39Z,2018-06-09T11:05:28Z,109000,01327523,44117316,A,WS4,2018-06-09,Sc1,DS11_Gr1_EME71_RelM,(order(0..n) + orderedSetMenu + setMenu(0..n)),WRONG_RELM,D26,Relationship Order-set_menu: multiplicity should be set_menu(0..n) not set_menu(1..n).,WRONG_RELM,B,4353
4963,I1733355805W44609592,"setMenu is modeled with (1..n) ",2018-06-09T11:03:31Z,2018-06-09T11:05:31Z,120000,01426163,44609592,A,WS4,2018-06-09,Sc1,DS11_Gr1_EME71_RelM,(order(0..n) + orderedSetMenu + setMenu(0..n)),WRONG_RELM,D26,Relationship Order-set_menu: multiplicity should be set_menu(0..n) not set_menu(1..n).,WRONG_RELM,B,4353
4964,I1733355805W44609597," ",2018-06-09T11:03:20Z,2018-06-09T11:05:51Z,151000,1126716,44609597,A,WS4,2018-06-09,Sc1,DS11_Gr1_EME71_RelM,(order(0..n) + orderedSetMenu + setMenu(0..n)),NO_DEFECT,D26,Relationship Order-set_menu: multiplicity should be set_menu(0..n) not set_menu(1..n).,WRONG_RELM,B,4353
4965,I1733355806W44573984," ",2018-05-23T11:06:05Z,2018-05-23T11:06:59Z,54000,01525340,44573984,A,WS1,2018-05-23,Sc1,DS12_Gr1_EME27_EntA,order.takeout?,MISSING,D22,Entity.Attribute Order.take_out?: attribute to identify a take out meal is missing.,MISSING,B,4353
4966,I1733355806W44573976," ",2018-05-23T11:06:45Z,2018-05-23T11:07:30Z,45000,00927346,44573976,A,WS1,2018-05-23,Sc1,DS12_Gr1_EME27_EntA,order.takeout?,MISSING,D22,Entity.Attribute Order.take_out?: attribute to identify a take out meal is missing.,MISSING,B,4353
4967,I1733355806W44573989," ",2018-05-23T11:09:46Z,2018-05-23T11:10:21Z,35000,01054625,44573989,A,WS1,2018-05-23,Sc1,DS12_Gr1_EME27_EntA,order.takeout?,MISSING,D22,Entity.Attribute Order.take_out?: attribute to identify a take out meal is missing.,MISSING,B,4353
4968,I1733355806W44573996," ",2018-05-23T11:10:29Z,2018-05-23T11:10:56Z,27000,01527915,44573996,A,WS1,2018-05-23,Sc1,DS12_Gr1_EME27_EntA,order.takeout?,MISSING,D22,Entity.Attribute Order.take_out?: attribute to identify a take out meal is missing.,MISSING,B,4353
4969,I1733355806W44573995," ",2018-05-23T11:10:17Z,2018-05-23T11:11:17Z,60000,1527975,44573995,A,WS1,2018-05-23,Sc1,DS12_Gr1_EME27_EntA,order.takeout?,MISSING,D22,Entity.Attribute Order.take_out?: attribute to identify a take out meal is missing.,MISSING,B,4353
