ID,code,description,startTime,filedTime,processTimeInMs,participantId,workerId,group,workshopCode,workshopDate,scenarioCode,modelElementCode,modelElementLabel,defectType,trueDefectCode,trueDefectDescription,trueDefectType,trueDefectSeverity,interpretation
5231,I1733357470W44578786," foodItem.price doesn't have to be a key; foodItem.price is a key;minor",2018-05-25T11:06:30Z,2018-05-25T11:08:41Z,131000,01404429,44578786,B,WS2,2018-05-25,Sc2,DS21_Gr1_EME15_EntA,foodItem.price,WRONG,D53,Entity.Attribute Food_item.price: attribute is not a valid part of a key.,WRONG_KEY,A,4353
5232,I1733357470W44578765," Food items have a (non-unique) price; Attribute price is defined as a key; critical",2018-05-25T11:08:49Z,2018-05-25T11:09:23Z,34000,01327702,44578765,B,WS2,2018-05-25,Sc2,DS21_Gr1_EME15_EntA,foodItem.price,WRONG,D53,Entity.Attribute Food_item.price: attribute is not a valid part of a key.,WRONG_KEY,A,4353
5233,I1733357470W44578793," foodItem.price should not be part of the key; foodItem.price is part of the key; important",2018-05-25T11:11:24Z,2018-05-25T11:13:17Z,113000,01633073,44578793,B,WS2,2018-05-25,Sc2,DS21_Gr1_EME15_EntA,foodItem.price,WRONG,D53,Entity.Attribute Food_item.price: attribute is not a valid part of a key.,WRONG_KEY,A,4353
5234,I1733357470W44572562," foodItem.price should not be part of key; foodItem.price is not needed to have an unique key for food items;Important Defect",2018-05-25T11:13:16Z,2018-05-25T11:14:44Z,88000,01226737,44572562,B,WS2,2018-05-25,Sc2,DS21_Gr1_EME15_EntA,foodItem.price,WRONG,D53,Entity.Attribute Food_item.price: attribute is not a valid part of a key.,WRONG_KEY,A,4353
5235,I1733357471W44573977," ",2018-05-23T10:15:45Z,2018-05-23T10:16:03Z,18000,01525664,44573977,B,WS1,2018-05-23,Sc2,DS21_Gr1_EME35_EntA,setMenu.availabilityEndDate,NO_DEFECT,,,,,4353
5236,I1733357471W44573971," ",2018-05-23T11:09:28Z,2018-05-23T11:10:03Z,35000,01501940,44573971,B,WS1,2018-05-23,Sc2,DS21_Gr1_EME35_EntA,setMenu.availabilityEndDate,NO_DEFECT,,,,,4353
5237,I1733357471W44573988," ",2018-05-23T11:08:52Z,2018-05-23T11:10:14Z,82000,01525408,44573988,B,WS1,2018-05-23,Sc2,DS21_Gr1_EME35_EntA,setMenu.availabilityEndDate,NO_DEFECT,,,,,4353
5238,I1733357471W44573975," ",2018-05-23T11:11:10Z,2018-05-23T11:11:36Z,26000,01526013,44573975,B,WS1,2018-05-23,Sc2,DS21_Gr1_EME35_EntA,setMenu.availabilityEndDate,NO_DEFECT,,,,,4353
5239,I1733357471W44573980," ",2018-05-23T11:11:06Z,2018-05-23T11:11:36Z,30000,01525403,44573980,B,WS1,2018-05-23,Sc2,DS21_Gr1_EME35_EntA,setMenu.availabilityEndDate,NO_DEFECT,,,,,4353
5240,I1733357471W44573974," ",2018-05-23T11:12:04Z,2018-05-23T11:12:20Z,16000,01417912,44573974,B,WS1,2018-05-23,Sc2,DS21_Gr1_EME35_EntA,setMenu.availabilityEndDate,SUPERFLUOUS_EME,,,,,4353
5241,I1733357471W44573979," ",2018-05-23T11:12:44Z,2018-05-23T11:13:16Z,32000,1227137,44573979,B,WS1,2018-05-23,Sc2,DS21_Gr1_EME35_EntA,setMenu.availabilityEndDate,NO_DEFECT,,,,,4353
5242,I1733357471W44573978," ",2018-05-23T11:13:02Z,2018-05-23T11:13:33Z,31000,01529059,44573978,B,WS1,2018-05-23,Sc2,DS21_Gr1_EME35_EntA,setMenu.availabilityEndDate,NO_DEFECT,,,,,4353
5243,I1733357471W44573992," ",2018-05-23T11:14:14Z,2018-05-23T11:15:23Z,69000,01527932,44573992,B,WS1,2018-05-23,Sc2,DS21_Gr1_EME35_EntA,setMenu.availabilityEndDate,NO_DEFECT,,,,,4353
5244,I1733357471W44578771," ",2018-05-25T11:07:59Z,2018-05-25T11:08:14Z,15000,01625723,44578771,B,WS2,2018-05-25,Sc2,DS21_Gr1_EME35_EntA,setMenu.availabilityEndDate,NO_DEFECT,,,,,4353
5245,I1733357471W44578768," ",2018-05-25T11:08:49Z,2018-05-25T11:09:27Z,38000,01525326,44578768,B,WS2,2018-05-25,Sc2,DS21_Gr1_EME35_EntA,setMenu.availabilityEndDate,NO_DEFECT,,,,,4353
5246,I1733357471W44578770," ",2018-05-25T11:10:18Z,2018-05-25T11:10:40Z,22000,01425076,44578770,B,WS2,2018-05-25,Sc2,DS21_Gr1_EME35_EntA,setMenu.availabilityEndDate,NO_DEFECT,,,,,4353
5247,I1733357471W44578765," ",2018-05-25T11:10:45Z,2018-05-25T11:11:03Z,18000,01327702,44578765,B,WS2,2018-05-25,Sc2,DS21_Gr1_EME35_EntA,setMenu.availabilityEndDate,NO_DEFECT,,,,,4353
5248,I1733357471W44578782," ",2018-05-25T11:11:41Z,2018-05-25T11:12:58Z,77000,01634247,44578782,B,WS2,2018-05-25,Sc2,DS21_Gr1_EME35_EntA,setMenu.availabilityEndDate,NO_DEFECT,,,,,4353
5249,I1733357471W44578786," ",2018-05-25T11:12:18Z,2018-05-25T11:13:01Z,43000,01404429,44578786,B,WS2,2018-05-25,Sc2,DS21_Gr1_EME35_EntA,setMenu.availabilityEndDate,NO_DEFECT,,,,,4353
5250,I1733357471W44578783," ",2018-05-25T11:13:27Z,2018-05-25T11:14:27Z,60000,01502712,44578783,B,WS2,2018-05-25,Sc2,DS21_Gr1_EME35_EntA,setMenu.availabilityEndDate,NO_DEFECT,,,,,4353
5251,I1733357471W44580766," ",2018-05-26T11:01:43Z,2018-05-26T11:02:14Z,31000,01428195,44580766,B,WS3,2018-05-26,Sc2,DS21_Gr1_EME35_EntA,setMenu.availabilityEndDate,NO_DEFECT,,,,,4353
5252,I1733357471W44580775," ",2018-05-26T11:02:29Z,2018-05-26T11:02:44Z,15000,01426436,44580775,B,WS3,2018-05-26,Sc2,DS21_Gr1_EME35_EntA,setMenu.availabilityEndDate,NO_DEFECT,,,,,4353
5253,I1733357471W44580770," ",2018-05-26T11:02:21Z,2018-05-26T11:03:14Z,53000,01429249,44580770,B,WS3,2018-05-26,Sc2,DS21_Gr1_EME35_EntA,setMenu.availabilityEndDate,NO_DEFECT,,,,,4353
5254,I1733357472W44573977," ",2018-05-23T10:13:39Z,2018-05-23T10:14:17Z,38000,01525664,44573977,B,WS1,2018-05-23,Sc2,DS21_Gr1_EME51_Rel,(foodItem + isPartOf + setMenu),NO_DEFECT,,,,,4353
5255,I1733357472W44573988," ",2018-05-23T11:06:52Z,2018-05-23T11:07:41Z,49000,01525408,44573988,B,WS1,2018-05-23,Sc2,DS21_Gr1_EME51_Rel,(foodItem + isPartOf + setMenu),NO_DEFECT,,,,,4353
5256,I1733357472W44573971," ",2018-05-23T11:07:11Z,2018-05-23T11:07:53Z,42000,01501940,44573971,B,WS1,2018-05-23,Sc2,DS21_Gr1_EME51_Rel,(foodItem + isPartOf + setMenu),NO_DEFECT,,,,,4353
5257,I1733357472W44573975," ",2018-05-23T11:07:15Z,2018-05-23T11:08:21Z,66000,01526013,44573975,B,WS1,2018-05-23,Sc2,DS21_Gr1_EME51_Rel,(foodItem + isPartOf + setMenu),NO_DEFECT,,,,,4353
5258,I1733357472W44573980," ",2018-05-23T11:07:59Z,2018-05-23T11:09:19Z,80000,01525403,44573980,B,WS1,2018-05-23,Sc2,DS21_Gr1_EME51_Rel,(foodItem + isPartOf + setMenu),NO_DEFECT,,,,,4353
5259,I1733357472W44573974," ",2018-05-23T11:09:01Z,2018-05-23T11:09:49Z,48000,01417912,44573974,B,WS1,2018-05-23,Sc2,DS21_Gr1_EME51_Rel,(foodItem + isPartOf + setMenu),NO_DEFECT,,,,,4353
5260,I1733357472W44573979," ",2018-05-23T11:09:26Z,2018-05-23T11:09:53Z,27000,1227137,44573979,B,WS1,2018-05-23,Sc2,DS21_Gr1_EME51_Rel,(foodItem + isPartOf + setMenu),NO_DEFECT,,,,,4353
5261,I1733357472W44573978," setMenu needs 1-n foodItems and foodItems needn't be part of a setMenu; the 1..n and 0...n are on the wrong side of the relation; critical",2018-05-23T11:07:46Z,2018-05-23T11:10:00Z,134000,01529059,44573978,B,WS1,2018-05-23,Sc2,DS21_Gr1_EME51_Rel,(foodItem + isPartOf + setMenu),WRONG,,,,,4353
5262,I1733357472W44573992," ",2018-05-23T11:11:29Z,2018-05-23T11:12:07Z,38000,01527932,44573992,B,WS1,2018-05-23,Sc2,DS21_Gr1_EME51_Rel,(foodItem + isPartOf + setMenu),NO_DEFECT,,,,,4353
5263,I1733357472W44578771," ",2018-05-25T11:05:42Z,2018-05-25T11:07:07Z,85000,01625723,44578771,B,WS2,2018-05-25,Sc2,DS21_Gr1_EME51_Rel,(foodItem + isPartOf + setMenu),NO_DEFECT,,,,,4353
5264,I1733357472W44578770," ",2018-05-25T11:06:49Z,2018-05-25T11:07:24Z,35000,01425076,44578770,B,WS2,2018-05-25,Sc2,DS21_Gr1_EME51_Rel,(foodItem + isPartOf + setMenu),NO_DEFECT,,,,,4353
5265,I1733357472W44578768," ",2018-05-25T11:07:36Z,2018-05-25T11:08:15Z,39000,01525326,44578768,B,WS2,2018-05-25,Sc2,DS21_Gr1_EME51_Rel,(foodItem + isPartOf + setMenu),NO_DEFECT,,,,,4353
5266,I1733357472W44578782," ",2018-05-25T11:08:39Z,2018-05-25T11:09:11Z,32000,01634247,44578782,B,WS2,2018-05-25,Sc2,DS21_Gr1_EME51_Rel,(foodItem + isPartOf + setMenu),NO_DEFECT,,,,,4353
5267,I1733357472W44578765," ",2018-05-25T11:09:40Z,2018-05-25T11:10:01Z,21000,01327702,44578765,B,WS2,2018-05-25,Sc2,DS21_Gr1_EME51_Rel,(foodItem + isPartOf + setMenu),NO_DEFECT,,,,,4353
5268,I1733357472W44578786," ",2018-05-25T11:09:19Z,2018-05-25T11:10:05Z,46000,01404429,44578786,B,WS2,2018-05-25,Sc2,DS21_Gr1_EME51_Rel,(foodItem + isPartOf + setMenu),NO_DEFECT,,,,,4353
5269,I1733357472W44578783," ",2018-05-25T11:09:14Z,2018-05-25T11:10:21Z,67000,01502712,44578783,B,WS2,2018-05-25,Sc2,DS21_Gr1_EME51_Rel,(foodItem + isPartOf + setMenu),NO_DEFECT,,,,,4353
5270,I1733357472W44578793," ",2018-05-25T11:13:39Z,2018-05-25T11:14:29Z,50000,01633073,44578793,B,WS2,2018-05-25,Sc2,DS21_Gr1_EME51_Rel,(foodItem + isPartOf + setMenu),NO_DEFECT,,,,,4353
5271,I1733357472W44580766," ",2018-05-26T10:57:48Z,2018-05-26T11:01:41Z,233000,01428195,44580766,B,WS3,2018-05-26,Sc2,DS21_Gr1_EME51_Rel,(foodItem + isPartOf + setMenu),NO_DEFECT,,,,,4353
5272,I1733357472W44580759," ",2018-05-26T10:59:43Z,2018-05-26T11:02:36Z,173000,00304071,44580759,B,WS3,2018-05-26,Sc2,DS21_Gr1_EME51_Rel,(foodItem + isPartOf + setMenu),NO_DEFECT,,,,,4353
5273,I1733357473W44573977," price is not necessary for a setmenu",2018-05-23T10:15:08Z,2018-05-23T10:15:44Z,36000,01525664,44573977,B,WS1,2018-05-23,Sc2,DS51_Gr1_EME07_Ent,setMenu,WRONG,,,,,4353
5274,I1733357473W44573988," ",2018-05-23T11:08:16Z,2018-05-23T11:08:50Z,34000,01525408,44573988,B,WS1,2018-05-23,Sc2,DS51_Gr1_EME07_Ent,setMenu,NO_DEFECT,,,,,4353
5275,I1733357473W44573971," ",2018-05-23T11:08:53Z,2018-05-23T11:09:26Z,33000,01501940,44573971,B,WS1,2018-05-23,Sc2,DS51_Gr1_EME07_Ent,setMenu,NO_DEFECT,,,,,4353
5276,I1733357473W44573980," ",2018-05-23T11:09:59Z,2018-05-23T11:11:04Z,65000,01525403,44573980,B,WS1,2018-05-23,Sc2,DS51_Gr1_EME07_Ent,setMenu,NO_DEFECT,,,,,4353
5277,I1733357473W44573975," It is not said that the items on the setmenu should have the same price. a discount field would have made more sense",2018-05-23T11:10:22Z,2018-05-23T11:11:09Z,47000,01526013,44573975,B,WS1,2018-05-23,Sc2,DS51_Gr1_EME07_Ent,setMenu,WRONG,,,,,4353
5278,I1733357473W44573974," ",2018-05-23T11:10:12Z,2018-05-23T11:12:02Z,110000,01417912,44573974,B,WS1,2018-05-23,Sc2,DS51_Gr1_EME07_Ent,setMenu,NO_DEFECT,,,,,4353
5279,I1733357473W44573979," ",2018-05-23T11:11:40Z,2018-05-23T11:12:42Z,62000,1227137,44573979,B,WS1,2018-05-23,Sc2,DS51_Gr1_EME07_Ent,setMenu,NO_DEFECT,,,,,4353
5280,I1733357473W44573978," a menu is defined by name and dates (start/end); the menus primary key is just the name; important",2018-05-23T11:11:16Z,2018-05-23T11:13:01Z,105000,01529059,44573978,B,WS1,2018-05-23,Sc2,DS51_Gr1_EME07_Ent,setMenu,WRONG,,,,,4353
5281,I1733357473W44573992," ",2018-05-23T11:13:30Z,2018-05-23T11:14:12Z,42000,01527932,44573992,B,WS1,2018-05-23,Sc2,DS51_Gr1_EME07_Ent,setMenu,NO_DEFECT,,,,,4353
5282,I1733357473W44578771," ",2018-05-25T11:07:31Z,2018-05-25T11:07:58Z,27000,01625723,44578771,B,WS2,2018-05-25,Sc2,DS51_Gr1_EME07_Ent,setMenu,NO_DEFECT,,,,,4353
5283,I1733357473W44578768," ",2018-05-25T11:08:32Z,2018-05-25T11:08:48Z,16000,01525326,44578768,B,WS2,2018-05-25,Sc2,DS51_Gr1_EME07_Ent,setMenu,NO_DEFECT,,,,,4353
5284,I1733357473W44578770," ",2018-05-25T11:09:46Z,2018-05-25T11:10:16Z,30000,01425076,44578770,B,WS2,2018-05-25,Sc2,DS51_Gr1_EME07_Ent,setMenu,NO_DEFECT,,,,,4353
5285,I1733357473W44578765," ",2018-05-25T11:10:33Z,2018-05-25T11:10:44Z,11000,01327702,44578765,B,WS2,2018-05-25,Sc2,DS51_Gr1_EME07_Ent,setMenu,NO_DEFECT,,,,,4353
5286,I1733357473W44578782," ",2018-05-25T11:10:20Z,2018-05-25T11:11:40Z,80000,01634247,44578782,B,WS2,2018-05-25,Sc2,DS51_Gr1_EME07_Ent,setMenu,NO_DEFECT,,,,,4353
5287,I1733357473W44578786," ",2018-05-25T11:11:09Z,2018-05-25T11:12:16Z,67000,01404429,44578786,B,WS2,2018-05-25,Sc2,DS51_Gr1_EME07_Ent,setMenu,NO_DEFECT,,,,,4353
5288,I1733357473W44578783," ",2018-05-25T11:11:13Z,2018-05-25T11:13:26Z,133000,01502712,44578783,B,WS2,2018-05-25,Sc2,DS51_Gr1_EME07_Ent,setMenu,NO_DEFECT,,,,,4353
5289,I1733357473W44580770," ",2018-05-26T11:01:36Z,2018-05-26T11:02:20Z,44000,01429249,44580770,B,WS3,2018-05-26,Sc2,DS51_Gr1_EME07_Ent,setMenu,NO_DEFECT,,,,,4353
5290,I1733357473W44580750," ",2018-05-26T10:59:46Z,2018-05-26T11:03:02Z,196000,01526400,44580750,B,WS3,2018-05-26,Sc2,DS51_Gr1_EME07_Ent,setMenu,NO_DEFECT,,,,,4353
5291,I1733357473W44580761," ",2018-05-26T11:00:32Z,2018-05-26T11:05:04Z,272000,1429462,44580761,B,WS3,2018-05-26,Sc2,DS51_Gr1_EME07_Ent,setMenu,NO_DEFECT,,,,,4353
5292,I1733357474W44573977," ",2018-05-23T10:09:21Z,2018-05-23T10:11:02Z,101000,01525664,44573977,B,WS1,2018-05-23,Sc2,DS51_Gr1_EME32_EntA,setMenu.name,NO_DEFECT,D61,"Entity.Attribute set_menu.designation: thematic name is not a valid key, not unique.",WRONG_KEY,A,4353
5293,I1733357474W44573980," ",2018-05-23T11:02:09Z,2018-05-23T11:04:01Z,112000,01525403,44573980,B,WS1,2018-05-23,Sc2,DS51_Gr1_EME32_EntA,setMenu.name,NO_DEFECT,D61,"Entity.Attribute set_menu.designation: thematic name is not a valid key, not unique.",WRONG_KEY,A,4353
5294,I1733357474W44573971," ",2018-05-23T11:02:42Z,2018-05-23T11:04:04Z,82000,01501940,44573971,B,WS1,2018-05-23,Sc2,DS51_Gr1_EME32_EntA,setMenu.name,NO_DEFECT,D61,"Entity.Attribute set_menu.designation: thematic name is not a valid key, not unique.",WRONG_KEY,A,4353
5295,I1733357474W44573988," ",2018-05-23T11:02:51Z,2018-05-23T11:04:22Z,91000,01525408,44573988,B,WS1,2018-05-23,Sc2,DS51_Gr1_EME32_EntA,setMenu.name,NO_DEFECT,D61,"Entity.Attribute set_menu.designation: thematic name is not a valid key, not unique.",WRONG_KEY,A,4353
5296,I1733357474W44573978," ",2018-05-23T11:02:52Z,2018-05-23T11:04:30Z,98000,01529059,44573978,B,WS1,2018-05-23,Sc2,DS51_Gr1_EME32_EntA,setMenu.name,NO_DEFECT,D61,"Entity.Attribute set_menu.designation: thematic name is not a valid key, not unique.",WRONG_KEY,A,4353
5297,I1733357474W44573975," ",2018-05-23T11:02:48Z,2018-05-23T11:05:00Z,132000,01526013,44573975,B,WS1,2018-05-23,Sc2,DS51_Gr1_EME32_EntA,setMenu.name,NO_DEFECT,D61,"Entity.Attribute set_menu.designation: thematic name is not a valid key, not unique.",WRONG_KEY,A,4353
5298,I1733357474W44573979," ",2018-05-23T11:04:16Z,2018-05-23T11:05:44Z,88000,1227137,44573979,B,WS1,2018-05-23,Sc2,DS51_Gr1_EME32_EntA,setMenu.name,NO_DEFECT,D61,"Entity.Attribute set_menu.designation: thematic name is not a valid key, not unique.",WRONG_KEY,A,4353
5299,I1733357474W44573992," ",2018-05-23T11:03:08Z,2018-05-23T11:05:45Z,157000,01527932,44573992,B,WS1,2018-05-23,Sc2,DS51_Gr1_EME32_EntA,setMenu.name,NO_DEFECT,D61,"Entity.Attribute set_menu.designation: thematic name is not a valid key, not unique.",WRONG_KEY,A,4353
5300,I1733357474W44573974," ",2018-05-23T11:03:25Z,2018-05-23T11:05:46Z,141000,01417912,44573974,B,WS1,2018-05-23,Sc2,DS51_Gr1_EME32_EntA,setMenu.name,NO_DEFECT,D61,"Entity.Attribute set_menu.designation: thematic name is not a valid key, not unique.",WRONG_KEY,A,4353
5301,I1733357474W44573991," ",2018-05-23T11:02:54Z,2018-05-23T11:07:16Z,262000,01529872,44573991,B,WS1,2018-05-23,Sc2,DS51_Gr1_EME32_EntA,setMenu.name,NO_DEFECT,D61,"Entity.Attribute set_menu.designation: thematic name is not a valid key, not unique.",WRONG_KEY,A,4353
5302,I1733357474W44578771," ",2018-05-25T11:01:46Z,2018-05-25T11:03:08Z,82000,01625723,44578771,B,WS2,2018-05-25,Sc2,DS51_Gr1_EME32_EntA,setMenu.name,NO_DEFECT,D61,"Entity.Attribute set_menu.designation: thematic name is not a valid key, not unique.",WRONG_KEY,A,4353
5303,I1733357474W44578770," ",2018-05-25T11:01:33Z,2018-05-25T11:04:00Z,147000,01425076,44578770,B,WS2,2018-05-25,Sc2,DS51_Gr1_EME32_EntA,setMenu.name,NO_DEFECT,D61,"Entity.Attribute set_menu.designation: thematic name is not a valid key, not unique.",WRONG_KEY,A,4353
5304,I1733357474W44578782," ",2018-05-25T11:01:04Z,2018-05-25T11:04:09Z,185000,01634247,44578782,B,WS2,2018-05-25,Sc2,DS51_Gr1_EME32_EntA,setMenu.name,NO_DEFECT,D61,"Entity.Attribute set_menu.designation: thematic name is not a valid key, not unique.",WRONG_KEY,A,4353
5305,I1733357474W44578765," A Set Menu has a thematic name; The name is defined as a key, which would be problematic when using recurring themes; important",2018-05-25T11:01:51Z,2018-05-25T11:04:54Z,183000,01327702,44578765,B,WS2,2018-05-25,Sc2,DS51_Gr1_EME32_EntA,setMenu.name,WRONG,D61,"Entity.Attribute set_menu.designation: thematic name is not a valid key, not unique.",WRONG_KEY,A,4353
5306,I1733357474W44578768," ",2018-05-25T11:01:23Z,2018-05-25T11:05:07Z,224000,01525326,44578768,B,WS2,2018-05-25,Sc2,DS51_Gr1_EME32_EntA,setMenu.name,NO_DEFECT,D61,"Entity.Attribute set_menu.designation: thematic name is not a valid key, not unique.",WRONG_KEY,A,4353
5307,I1733357474W44578786," ",2018-05-25T11:01:59Z,2018-05-25T11:05:09Z,190000,01404429,44578786,B,WS2,2018-05-25,Sc2,DS51_Gr1_EME32_EntA,setMenu.name,NO_DEFECT,D61,"Entity.Attribute set_menu.designation: thematic name is not a valid key, not unique.",WRONG_KEY,A,4353
5308,I1733357474W44578783," ",2018-05-25T11:02:55Z,2018-05-25T11:05:54Z,179000,01502712,44578783,B,WS2,2018-05-25,Sc2,DS51_Gr1_EME32_EntA,setMenu.name,NO_DEFECT,D61,"Entity.Attribute set_menu.designation: thematic name is not a valid key, not unique.",WRONG_KEY,A,4353
5309,I1733357474W44578793," ",2018-05-25T11:03:45Z,2018-05-25T11:08:10Z,265000,01633073,44578793,B,WS2,2018-05-25,Sc2,DS51_Gr1_EME32_EntA,setMenu.name,NO_DEFECT,D61,"Entity.Attribute set_menu.designation: thematic name is not a valid key, not unique.",WRONG_KEY,A,4353
5310,I1733357474W44572562," setMenu.name with setMenu.availabilityEndDate and setMenu.aivalabilityStartDate as key;setMenu.name key is not unique if you have i.e. the same set next year;Important Defect",2018-05-25T11:01:36Z,2018-05-25T11:08:36Z,420000,01226737,44572562,B,WS2,2018-05-25,Sc2,DS51_Gr1_EME32_EntA,setMenu.name,WRONG,D61,"Entity.Attribute set_menu.designation: thematic name is not a valid key, not unique.",WRONG_KEY,A,4353
5311,I1733357475W44573977," ",2018-05-23T10:16:31Z,2018-05-23T10:16:41Z,10000,01525664,44573977,B,WS1,2018-05-23,Sc2,DS51_Gr1_EME33_EntA,setMenu.availabilityStartDate,NO_DEFECT,,,,,4353
5312,I1733357475W44573971," ",2018-05-23T11:12:13Z,2018-05-23T11:12:29Z,16000,01501940,44573971,B,WS1,2018-05-23,Sc2,DS51_Gr1_EME33_EntA,setMenu.availabilityStartDate,NO_DEFECT,,,,,4353
5313,I1733357475W44573975," ",2018-05-23T11:12:47Z,2018-05-23T11:13:01Z,14000,01526013,44573975,B,WS1,2018-05-23,Sc2,DS51_Gr1_EME33_EntA,setMenu.availabilityStartDate,NO_DEFECT,,,,,4353
5314,I1733357475W44573988," ",2018-05-23T11:12:20Z,2018-05-23T11:13:43Z,83000,01525408,44573988,B,WS1,2018-05-23,Sc2,DS51_Gr1_EME33_EntA,setMenu.availabilityStartDate,NO_DEFECT,,,,,4353
5315,I1733357475W44573980," ",2018-05-23T11:13:25Z,2018-05-23T11:14:15Z,50000,01525403,44573980,B,WS1,2018-05-23,Sc2,DS51_Gr1_EME33_EntA,setMenu.availabilityStartDate,NO_DEFECT,,,,,4353
5316,I1733357475W44573979," ",2018-05-23T11:14:21Z,2018-05-23T11:14:37Z,16000,1227137,44573979,B,WS1,2018-05-23,Sc2,DS51_Gr1_EME33_EntA,setMenu.availabilityStartDate,NO_DEFECT,,,,,4353
5317,I1733357475W44573992," ",2018-05-23T11:16:54Z,2018-05-23T11:17:17Z,23000,01527932,44573992,B,WS1,2018-05-23,Sc2,DS51_Gr1_EME33_EntA,setMenu.availabilityStartDate,NO_DEFECT,,,,,4353
5318,I1733357475W44578771," ",2018-05-25T11:08:57Z,2018-05-25T11:09:08Z,11000,01625723,44578771,B,WS2,2018-05-25,Sc2,DS51_Gr1_EME33_EntA,setMenu.availabilityStartDate,NO_DEFECT,,,,,4353
5319,I1733357475W44578768," ",2018-05-25T11:11:07Z,2018-05-25T11:11:55Z,48000,01525326,44578768,B,WS2,2018-05-25,Sc2,DS51_Gr1_EME33_EntA,setMenu.availabilityStartDate,NO_DEFECT,,,,,4353
5320,I1733357475W44578770," ",2018-05-25T11:13:34Z,2018-05-25T11:14:39Z,65000,01425076,44578770,B,WS2,2018-05-25,Sc2,DS51_Gr1_EME33_EntA,setMenu.availabilityStartDate,NO_DEFECT,,,,,4353
5321,I1733357475W44578765," ",2018-05-25T11:14:28Z,2018-05-25T11:15:04Z,36000,01327702,44578765,B,WS2,2018-05-25,Sc2,DS51_Gr1_EME33_EntA,setMenu.availabilityStartDate,NO_DEFECT,,,,,4353
5322,I1733357475W44580766," ",2018-05-26T11:04:16Z,2018-05-26T11:04:56Z,40000,01428195,44580766,B,WS3,2018-05-26,Sc2,DS51_Gr1_EME33_EntA,setMenu.availabilityStartDate,NO_DEFECT,,,,,4353
5323,I1733357475W44580750," ",2018-05-26T11:04:20Z,2018-05-26T11:05:05Z,45000,01526400,44580750,B,WS3,2018-05-26,Sc2,DS51_Gr1_EME33_EntA,setMenu.availabilityStartDate,NO_DEFECT,,,,,4353
5324,I1733357475W44580760," ",2018-05-26T11:04:14Z,2018-05-26T11:05:20Z,66000,01634073,44580760,B,WS3,2018-05-26,Sc2,DS51_Gr1_EME33_EntA,setMenu.availabilityStartDate,NO_DEFECT,,,,,4353
5325,I1733357475W44580759," ",2018-05-26T11:05:01Z,2018-05-26T11:05:37Z,36000,00304071,44580759,B,WS3,2018-05-26,Sc2,DS51_Gr1_EME33_EntA,setMenu.availabilityStartDate,NO_DEFECT,,,,,4353
5326,I1733357475W44580770," ",2018-05-26T11:05:07Z,2018-05-26T11:05:45Z,38000,01429249,44580770,B,WS3,2018-05-26,Sc2,DS51_Gr1_EME33_EntA,setMenu.availabilityStartDate,NO_DEFECT,,,,,4353
5327,I1733357475W44580775," ",2018-05-26T11:05:36Z,2018-05-26T11:05:52Z,16000,01426436,44580775,B,WS3,2018-05-26,Sc2,DS51_Gr1_EME33_EntA,setMenu.availabilityStartDate,NO_DEFECT,,,,,4353
5328,I1733357475W44580762," ",2018-05-26T11:05:35Z,2018-05-26T11:06:15Z,40000,01525084,44580762,B,WS3,2018-05-26,Sc2,DS51_Gr1_EME33_EntA,setMenu.availabilityStartDate,NO_DEFECT,,,,,4353
5329,I1733357475W44580761," ",2018-05-26T11:05:05Z,2018-05-26T11:06:28Z,83000,1429462,44580761,B,WS3,2018-05-26,Sc2,DS51_Gr1_EME33_EntA,setMenu.availabilityStartDate,NO_DEFECT,,,,,4353
5330,I1733357476W44573977," ",2018-05-23T10:14:18Z,2018-05-23T10:15:06Z,48000,01525664,44573977,B,WS1,2018-05-23,Sc2,DS51_Gr1_EME34_EntA,setMenu.price,SUPERFLUOUS_EME,,,,,4353
5331,I1733357476W44573988," ",2018-05-23T11:07:42Z,2018-05-23T11:08:15Z,33000,01525408,44573988,B,WS1,2018-05-23,Sc2,DS51_Gr1_EME34_EntA,setMenu.price,NO_DEFECT,,,,,4353
5332,I1733357476W44573971," ",2018-05-23T11:07:54Z,2018-05-23T11:08:52Z,58000,01501940,44573971,B,WS1,2018-05-23,Sc2,DS51_Gr1_EME34_EntA,setMenu.price,NO_DEFECT,,,,,4353
5333,I1733357476W44573980," ",2018-05-23T11:09:21Z,2018-05-23T11:09:58Z,37000,01525403,44573980,B,WS1,2018-05-23,Sc2,DS51_Gr1_EME34_EntA,setMenu.price,NO_DEFECT,,,,,4353
5334,I1733357476W44573974," ",2018-05-23T11:09:50Z,2018-05-23T11:10:10Z,20000,01417912,44573974,B,WS1,2018-05-23,Sc2,DS51_Gr1_EME34_EntA,setMenu.price,NO_DEFECT,,,,,4353
5335,I1733357476W44573975," ",2018-05-23T11:08:22Z,2018-05-23T11:10:20Z,118000,01526013,44573975,B,WS1,2018-05-23,Sc2,DS51_Gr1_EME34_EntA,setMenu.price,SUPERFLUOUS_EME,,,,,4353
5336,I1733357476W44573978," reduces prices have to be set for each foodItem of a setMenu individually; prices are set for all foodItems of a setMenu at once; critical",2018-05-23T11:10:01Z,2018-05-23T11:11:15Z,74000,01529059,44573978,B,WS1,2018-05-23,Sc2,DS51_Gr1_EME34_EntA,setMenu.price,WRONG,,,,,4353
